"ACCESSION_NUMBER","SUBMISSION_TYPE","FILING_DATE","CIK","FILE_NUMBER","PERIOD","ISAMENDMENT","PROGRESSUPDATE","NATUREOFAMENDMENT","NAMEOFISSUER","LEGALSTATUSFORM","LEGALSTATUSOTHERDESC","JURISDICTIONORGANIZATION","DATEINCORPORATION","STREET1","STREET2","CITY","STATEORCOUNTRY","ZIPCODE","ISSUERWEBSITE","COMPANYNAME","COMMISSIONCIK","COMMISSIONFILENUMBER","CRDNUMBER"
"0001746059-21-000422","C",20210827,1880572,"020-28645",NA,0,"","","Black Turtle Coffee LLC","Limited Liability Company","","NJ","2021-07-20","506 LAZY LN","","ABSECON","NJ","08201","https://www.blackturtlecoffee.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000428","C",20210830,1876658,"020-28654",NA,0,"","","South Shore Biotherapy, LLC","Limited Liability Company","","MA","2021-07-13","127 ALLAN ST","","MARSHFIELD","MA","02050","facebook.com/South-Shore-Biotherapy-LLC","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000430","C",20210830,1879862,"020-28662",NA,0,"","","Wicked BOLD 2 LLC","Limited Liability Company","","TX","2021-08-11","3308 CAMDEN DR","","FLOWER MOUND","TX","75028","http://www.wickedbold.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000431","C",20210831,1880929,"020-28675",NA,0,"","","Clara B's LLC","Limited Liability Company","","IL","2020-06-12","136 N PENNSYLVANIA AVE","","BELLEVILLE","IL","62220","www.clarabs.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000433","C",20210902,1881191,"020-28697",NA,0,"","","Dragon Den & Dungeon Hall, LLC","Limited Liability Company","","NY","2020-06-23","102 MAIN ST","","NYACK","NY","10960","http://www.nydragonden.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000436","C",20210903,1880672,"020-28708",NA,0,"","","LOUDGIRLGOODIES LLC","Limited Liability Company","","MA","2021-02-24","34 BRAINERD RD","","BOSTON","MA","02134","https://www.loudgirlgoodies.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000438","C",20210910,1882250,"020-28730",NA,0,"","","Anderby Brewing, LLC","Limited Liability Company","","GA","2017-06-06","110 TECHNOLOGY PKWY STE 200","","PEACHTREE CORNERS","GA","30092","http://www.anderbybrewing.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000439","C",20210910,1881855,"020-28732",NA,0,"","","PC Coffee Bar LLC","Limited Liability Company","","AZ","2015-02-25","711 E MISSOURI AVE STE 115","","PHOENIX","AZ","85014","https://provisioncoffee.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000442","C",20210913,1882414,"020-28734",NA,0,"","","Drewrys Co","Corporation","","IL","2020-08-17","5402 BRITTANY DR","","MCHENRY","IL","60050","https://drewryscompany.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000446","C",20210915,1833795,"020-28760",NA,0,"","","Moxi On The Rocks LLC","Limited Liability Company","","CT","2020-11-02","70 N BEACON ST","","HARTFORD","CT","06105","https://www.facebook.com/moxiontherocks/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000448","C",20210916,1883276,"020-28765",NA,0,"","","Diem Orange LLC","Limited Liability Company","","OR","2019-04-22","305 SE 3RD AVE STE 201","","PORTLAND","OR","97214","https://hellodiem.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000450","C",20210917,1881907,"020-28776",NA,0,"","","Glove City Brewing Co LLC","Limited Liability Company","","NY","2021-09-01","121 SKUNK HOLLOW RD","","GLOVERSVILLE","NY","12078","http://www.glovecitybrewing.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000455","C",20210917,1881218,"020-28787",NA,0,"","","5th Element Brewing, LLC","Limited Liability Company","","TX","2017-04-27","100 E EVANS ST","","LEANDER","TX","78641","https://www.facebook.com/5thelementbrewing/photos/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000457","C",20210920,1883820,"020-28797",NA,0,"","","Grown by Green, LLC","Limited Liability Company","","MA","2021-04-02","64 BALTIC ST","","METHUEN","MA","01844","http://www.grownbygreen.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000463","C",20210923,1880595,"020-28810",NA,0,"","","Hux Spirits LLC","Limited Liability Company","","MD","2019-04-16","901 DRUID PARK LAKE DR APT 6J","","BALTIMORE","MD","21217","https://huxspirits.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000464","C",20210924,1882827,"020-28820",NA,0,"","","Bar at 66 Greenpoint LLC","Limited Liability Company","","NY","2021-09-07","2 BLUE SLIP APT 27J","","BROOKLYN","NY","11222","http://www.66greenpoint.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000465","C",20210924,1884080,"020-28821",NA,0,"","","Taest, LLC","Limited Liability Company","","NY","2016-03-08","105 CLINTON ST","","NEW YORK","NY","10002","thaibirdnyc.co","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000466","C",20210924,1884872,"020-28823",NA,0,"","","D Pizza Joint, LLC","Limited Liability Company","","FL","2021-05-20","2488 BELLEVILLE CT","","CAPE CORAL","FL","33991","facebook.com/Detroit-Pizza-Joint","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000469","C",20210927,1882707,"020-28830",NA,0,"","","Milkmen Holdings LLC","Limited Liability Company","","MA","2021-03-11","813 PARKER ST","","BOSTON","MA","02120","https://milkmencannabis.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000480","C",20210929,1885460,"020-28853",NA,0,"","","MH Cinemas, LLC","Limited Liability Company","","CT","2021-07-20","2389 MAIN ST STE 100","","GLASTONBURY","CT","06033","http://www.martinhenrycinemas.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000481","C",20210929,1879842,"020-28856",NA,0,"","","Caribe Soul LLC","Limited Liability Company","","CT","2015-12-04","93 FOXON BLVD","","EAST HAVEN","CT","06513","https://www.caribesoul.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000482","C",20210930,1871342,"020-28870",NA,0,"","","Blue Earth Pizza Co LLC","Limited Liability Company","","SC","2021-06-30","2123 GREENE ST","","COLUMBIA","SC","29205","Www.Bluepizzasc.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000483","C",20210930,1885255,"020-28884",NA,0,"","","PATOIS LLC","Limited Liability Company","","CA","2019-09-01","PO BOX 460915","","SAN FRANCISCO","CA","94146","http://WWW.EATREDS.COM","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000485","C",20211001,1883164,"020-28894",NA,0,"","","Bloom Foods, LLC","Limited Liability Company","","TX","2019-10-19","1903 COMMONWEALTH ST APT 3","","HOUSTON","TX","77006","https://eatbloom.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000489","C",20211005,1880434,"020-28908",NA,0,"","","Dulceria NYC Inc.","Corporation","","NY","2019-06-11","2220 FREDERICK DOUGLASS BLVD","","NEW YORK","NY","10026","https://www.dulcerianyc.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000490","C",20211005,1885542,"020-28912",NA,0,"","","Emerald River of Maine LLC","Limited Liability Company","","ME","2020-02-26","29 WALNUT HILL RD","","SHAPLEIGH","ME","04076","https://EmeraldRiver.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000491","C",20211008,1768621,"020-28931",NA,0,"","","Commongrounds Cooperative","Corporation","","MI","2018-03-22","425 BOARDMAN AVE","SUITE C","TRAVERSE CITY","MI","49684","https://www.commongrounds.coop/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000492","C",20211008,1886366,"020-28936",NA,0,"","","ELITEA LLC","Limited Liability Company","","MI","2012-06-06","4980 COUNTRYSIDE DR","","WEST BLOOMFIELD","MI","48323","http://www.eliteabar.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000495","C",20211008,1885948,"020-28939",NA,0,"","","Fazzio's Pasta Co LLC","Limited Liability Company","","NJ","2021-04-01","60 N MAIN ST","","WOODSTOWN","NJ","08098","http://fazziospastacompany.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000496","C",20211012,1885746,"020-28947",NA,0,"","","Xenia LA LLC","Limited Liability Company","","CA","2019-03-18","500 1/2 N GENESEE AVE","","LOS ANGELES","CA","90036","https://eatxenia.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000500","C",20211013,1887933,"020-28955",NA,0,"","","Blendily WA LLC","Limited Liability Company","","WA","2021-09-10","6450 24TH AVE NW UNIT 32","","SEATTLE","WA","98107","http://www.blendily.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000501","C",20211014,1884967,"020-28965",NA,0,"","","UNEEK Botanicals, LLC","Limited Liability Company","","AL","2019-04-19","4908 COGSWELL AVE","","PELL CITY","AL","35125","https://liveuneek.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000502","C",20211014,1887946,"020-28966",NA,0,"","","B'More Made with Pride, LLC","Limited Liability Company","","MD","2016-09-23","6615 -6617 HARFORD ROAD","","BALTIMORE","MD","21214","http://www.cafeatbmore.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000503","C",20211014,1886823,"020-28967",NA,0,"","","Sugarholic Desserts LLC","Limited Liability Company","","GA","2020-04-23","1901 DUNLAP AVE APT E","","ATLANTA","GA","30344","http://www.sugarholicdesserts.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000504","C",20211014,1887969,"020-28968",NA,0,"","","WereDough, LLC","Limited Liability Company","","MI","2019-10-01","5349 FENTON RD","","FLINT","MI","48507","http://www.weredoughflint.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000506","C",20211018,1888161,"020-28982",NA,0,"","","Krazie Wings & Sauces LLC","Limited Liability Company","","GA","2018-01-12","3794 ROSEMARY LN SE","","CONYERS","GA","30013","https://www.kraziewings.store/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000514","C",20211019,1880084,"020-28993",NA,0,"","","Crafty Cat Brewing Concern, LLC","Limited Liability Company","","SC","2020-04-27","939 WANDO RD","","ROEBUCK","SC","29376","https://peachcitybrewing.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000515","C",20211019,1888708,"020-28997",NA,0,"","","Rancho Relaxo","Limited Partnership","","CA","2019-11-15","69930 HIGHWAY 111 STE 116","","RANCHO MIRAGE","MA","92270","http://www.ranchorelaxoca.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000517","C",20211022,1876347,"020-29029",NA,0,"","","Verdant Reparative Inc.","Corporation","","MA","2019-06-04","37 SCHUYLER ST","","DORCHESTER","MA","02121","http://ApexNoire.Com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000519","C",20211022,1877283,"020-29031",NA,0,"","","Sol Hospitality Group, LLC","Limited Liability Company","","FL","2021-07-01","2149 3RD AVE S # 6","","ST PETERSBURG","FL","33712","https://solstpete.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000521","C",20211025,1889301,"020-29034",NA,0,"","","Slauterhouse, LLC","Limited Liability Company","","IL","2019-11-01","2612 INTERLACKEN DR STE B","","SPRINGFIELD","IL","62704","https://slauterhousebrewing.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000527","C",20211027,1861444,"020-29057",NA,0,"","","Hot Dog Box Inc","Corporation","","MA","2020-07-16","14522 S MARQUETTE AVE","","BURNHAM","MA","60633","https://www.thehotdogbox.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000532","C",20211029,1888646,"020-29080",NA,0,"","","I & I Rose Garden LLC","Limited Liability Company","","MA","2020-07-07","182 POPLAR ST","","ROSLINDALE","MA","02131","https://www.iandirosegarden.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000538","C",20211101,1890808,"020-29091",NA,0,"","","Barkin' Creek Dog Kitchen LLC","Limited Liability Company","","TX","2015-10-28","2504 RIDGEVIEW ST","","AUSTIN","TX","78704","https://barkincreek.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000540","C",20211101,1891370,"020-29093",NA,0,"","","Boheme Retreats, LLC","Limited Liability Company","","NY","2021-02-24","2040 E 41ST ST","","BROOKLYN","NY","11234","https://www.bohemeretreats.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000541","C",20211102,1889343,"020-29096",NA,0,"","","Convivio Cafe LLC","Limited Liability Company","","CO","2020-09-06","1001 S BRYANT ST","","DENVER","CO","80219","https://www.conviviocafe.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000543","C",20211102,1890728,"020-29099",NA,0,"","","Maison Provence Corp","Corporation","","NY","2021-09-24","52 HAVEMEYER ST","","BROOKLYN","NY","11211","https://instagram.com/Maisonprovencebk","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000548","C",20211109,1891687,"020-29132",NA,0,"","","Lowkey LLC","Limited Liability Company","","MA","2019-07-01","1601 BLUE HILL AVE STE 201","","BOSTON","MA","02126","http://www.lowkeydispensary.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000550","C",20211110,1891895,"020-29137",NA,0,"","","Loaded Dice Brewery LLC","Limited Liability Company","","MI","2018-11-19","570 TROYVALLY ST","","TROY","MI","48098","https://www.loadeddicebrewery.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000551","C",20211110,1889805,"020-29142",NA,0,"","","Heritage Club LLC","Limited Liability Company","","MA","2019-08-14","46 ADAMS ST APT C1","","BOSTON","MA","02122","http://617Heritage.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000556","C",20211117,1894240,"020-29196",NA,0,"","","River Ridge Farm & Market, LLC","Limited Liability Company","","CT","2021-09-13","87 FINCH AVE","","MERIDEN","CT","06451","https://facebook.com/River-Ridge-Farm-and-Market","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000557","C",20211119,1894767,"020-29213",NA,0,"","","Colorado Avocado, LLC","Limited Liability Company","","CO","2021-04-28","PO BOX 25113","","COLORADO SPRINGS","CO","80936","https://toastique.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000561","C",20211123,1894960,"020-29237",NA,0,"","","VEGANHOOD, LLC","Limited Liability Company","","NY","2020-06-11","245 W 135TH ST","","NEW YORK","NY","10030","https://veganhood.net","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000563","C",20211123,1894272,"020-29243",NA,0,"","","Odyssey's LLC","Limited Liability Company","","MA","2020-01-01","11 EVERETT AVE","","SOMERVILLE","MA","02145","https://odysseys-llc.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000565","C",20211123,1882663,"020-29244",NA,0,"","","Tender Fire, LLC","Limited Liability Company","","NM","2020-01-23","507A CAMINO SIN NOMBRE","","SANTA FE","NM","87505","https://www.tenderfirekitchen.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000569","C",20211126,1895652,"020-29256",NA,0,"","","Great Blue Brewing Company, LLC","Limited Liability Company","","NH","2021-04-16","84 N WATER ST","","BOSCAWEN","NH","03303","https://facebook.com/greatbluebrewingco","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000570","C",20211126,1803385,"020-29257",NA,0,"","","TRISKELE VENTURES INC.","Corporation","","MA","2019-12-05","60A GIBSON STREET","UNIT 5","DORCHESTER","MA","02122","http://www.queensgambitgames.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000579","C",20211201,1895865,"020-29290",NA,0,"","","Honeybee Collective LLC","Limited Liability Company","","CO","2021-07-08","2255 SHERIDAN BLVD","","EDGEWATER","CO","80214","http://honeybeecollective.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000582","C",20211203,1897207,"020-29305",NA,0,"","","Knead Dough, LLC","Limited Liability Company","","SC","2020-08-01","997 JOHNNIE DODDS BLVD APT 825","","MT PLEASANT","SC","29464","https://blazingstarcafe.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000585","C",20211206,1896717,"020-29317",NA,0,"","","Speakeasy Donuts Sole Prop","Other","Sole Proprietorship","MA","2017-05-12","4 1ST ST APT 8006","","SALEM","MA","01970","https://www.speakeasy-donuts.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000592","C",20211207,1894939,"020-29320",NA,0,"","","MCC LLC","Limited Liability Company","","MA","2021-02-02","67 CHAMPEAUX RD","","BRIMFIELD","MA","01010","https://macannabisco.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000595","C",20211208,1896301,"020-29322",NA,0,"","","ABOVE ALL FITNESS CENTER INC","Corporation","","MA","2018-06-23","127 CENTRE ST","","BROCKTON","MA","02302","http://www.aboveallfitness.us","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000596","C",20211209,1897843,"020-29327",NA,0,"","","Williamson Mead & Brewing, LLC","Limited Liability Company","","CA","2020-06-01","6110 PILAR WAY","","BAKERSFIELD","CA","93306","https://williamsonbrewing.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000597","C",20211209,1898435,"020-29330",NA,0,"","","Snowbelt Gardens LLC","Limited Liability Company","","NY","2021-08-27","102 PROSPECT ST","","JAMESTOWN","NY","14701","https://www.instagram.com/snowbeltcannabis/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000600","C",20211210,1898487,"020-29334",NA,0,"","","Manaia Collective, LLC","Limited Liability Company","","MO","2021-05-13","1989 MAIN ST","","KANSAS CITY","MO","64108","Manaiacollective.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000602","C",20211213,1856205,"020-29345",NA,0,"","","Wicked BOLD LLC","Limited Liability Company","","TX","2019-09-18","3347 LONG PRAIRIE RD","","FLOWER MOUND","TX","75022","www.wickedbold.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000606","C",20211215,1897059,"020-29362",NA,0,"","","Kato Sake Works, LLC","Limited Liability Company","","NY","2019-03-22","313 MENAHAN ST., APT 1-L","","BROOKLYN","NY","11206","https://www.katosakeworks.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000607","C",20211216,1893027,"020-29372",NA,0,"","","Lifted Genetics Inc.","Corporation","","MA","2018-06-06","42 HOLLISTON ST","","MEDWAY","MA","02053","https://www.liftedgenetics.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000611","C",20211216,1899719,"020-29381",NA,0,"","","Tu Casa Restaurant & Lounge LLC","Limited Liability Company","","NY","2021-11-04","200 BROADWAY","","HASTINGS ON HUDSON","NY","10706","http://www.tucasarestaurantlounge.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000612","C",20211216,1899918,"020-29389",NA,0,"","","Chewy's Bagels, LLC","Limited Liability Company","","VA","2019-08-01","3138 W CARY ST","","RICHMOND","VA","23221","http://chewysbagelsrva.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000613","C",20211217,1898218,"020-29398",NA,0,"","","Lass Cafe & Cocktails, LLC","Limited Liability Company","","TX","2019-05-01","993 LOOP 337","","NEW BRAUNFELS","TX","78130","http://lasscafe.com","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000617","C",20211220,1899422,"020-29399",NA,0,"","","Blazin' D's Delivery, LLC","Limited Liability Company","","MA","2020-10-12","144 W BRITANNIA ST","","TAUNTON","MA","02780","https://blazindelivery.com/","MainVest, Inc.",1746059,"007-00162",NA
"0001746059-21-000618","C",20211220,1900018,"020-29401",NA,0,"","","Granite Slates LLC","Limited Liability Company","","NH","2020-10-27","121 UNION RD","","STRATHAM","NH","03885","https://www.graniteslates.com/","MainVest, Inc.",1746059,"007-00162",NA
